Set parameter TimeLimit to value 14400
Set parameter Threads to value 1
Set parameter MIPGap to value 0
Set parameter OutputFlag to value 1
Set parameter PreCrush to value 1
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  14400
MIPGap  0
PreCrush  1
Threads  1

Optimize a model with 24512 rows, 15551 columns and 49633 nonzeros
Model fingerprint: 0xbf6bcc7d
Variable types: 15030 continuous, 521 integer (521 binary)
Coefficient statistics:
  Matrix range     [1e-03, 1e+03]
  Objective range  [4e-05, 1e+03]
  Bounds range     [8e+01, 8e+02]
  RHS range        [2e-01, 1e+03]
Found heuristic solution: objective 22154.847855
Presolve removed 12126 rows and 12037 columns
Presolve time: 0.23s
Presolved: 12386 rows, 3514 columns, 28361 nonzeros
Variable types: 2996 continuous, 518 integer (518 binary)

Root relaxation: objective 8.921210e+03, 3464 iterations, 0.35 seconds (0.29 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 10588.0868    0  273 15694.5875 10588.0868  32.5%     -   28s
     0     0 10593.3312    0  266 15694.5875 10593.3312  32.5%     -   29s
     0     0 10595.6249    0  276 15694.5875 10595.6249  32.5%     -   29s
     0     0 10598.1337    0  271 15694.5875 10598.1337  32.5%     -   29s
     0     0 10599.2860    0  270 15694.5875 10599.2860  32.5%     -   29s
     0     0 10600.5063    0  265 15694.5875 10600.5063  32.5%     -   30s
     0     0 10601.0488    0  271 15694.5875 10601.0488  32.5%     -   30s
     0     0 10661.1465    0  309 15694.5875 10661.1465  32.1%     -   31s
H    0     0                    14166.806754 10661.1579  24.7%     -   31s
H    0     0                    14063.252533 10661.1579  24.2%     -   31s
     0     0 10672.1254    0  315 14063.2525 10672.1254  24.1%     -   32s
     0     0 10677.0659    0  303 14063.2525 10677.0659  24.1%     -   32s
     0     0 10679.4973    0  285 14063.2525 10679.4973  24.1%     -   32s
     0     0 10681.9043    0  308 14063.2525 10681.9043  24.0%     -   32s
     0     0 10683.2788    0  289 14063.2525 10683.2788  24.0%     -   33s
     0     0 10685.3063    0  292 14063.2525 10685.3063  24.0%     -   33s
     0     0 10686.7015    0  282 14063.2525 10686.7015  24.0%     -   33s
     0     0 10687.6434    0  283 14063.2525 10687.6434  24.0%     -   33s
     0     0 10689.3625    0  277 14063.2525 10689.3625  24.0%     -   33s
     0     0 10690.1397    0  288 14063.2525 10690.1397  24.0%     -   33s
     0     0 10691.0503    0  282 14063.2525 10691.0503  24.0%     -   34s
     0     0 10691.6033    0  283 14063.2525 10691.6033  24.0%     -   34s
     0     0 10711.3646    0  291 14063.2525 10711.3646  23.8%     -   35s
H    0     0                    13340.788183 10711.4087  19.7%     -   35s
     0     0 10717.0658    0  310 13340.7882 10717.0658  19.7%     -   35s
     0     0 10719.1572    0  285 13340.7882 10719.1572  19.7%     -   35s
     0     0 10720.5109    0  290 13340.7882 10720.5109  19.6%     -   35s
     0     0 10721.1937    0  296 13340.7882 10721.1937  19.6%     -   36s
     0     0 10722.0864    0  294 13340.7882 10722.0864  19.6%     -   36s
     0     0 10723.2862    0  310 13340.7882 10723.2862  19.6%     -   36s
     0     0 10724.2092    0  313 13340.7882 10724.2092  19.6%     -   37s
     0     0 10725.0277    0  293 13340.7882 10725.0277  19.6%     -   37s
     0     0 10725.9926    0  293 13340.7882 10725.9926  19.6%     -   37s
     0     0 10726.6371    0  296 13340.7882 10726.6371  19.6%     -   37s
     0     0 10736.1617    0  293 13340.7882 10736.1617  19.5%     -   37s
H    0     0                    13289.445754 10736.1781  19.2%     -   38s
     0     0 10738.3818    0  311 13289.4458 10738.3818  19.2%     -   38s
     0     0 10739.9374    0  312 13289.4458 10739.9374  19.2%     -   38s
     0     0 10740.6923    0  292 13289.4458 10740.6923  19.2%     -   38s
     0     0 10741.4136    0  298 13289.4458 10741.4136  19.2%     -   38s
     0     0 10742.0449    0  308 13289.4458 10742.0449  19.2%     -   38s
     0     0 10745.7084    0  297 13289.4458 10745.7084  19.1%     -   39s
     0     0 10746.4293    0  300 13289.4458 10746.4293  19.1%     -   39s
     0     0 10754.4582    0  293 13289.4458 10754.4582  19.1%     -   40s
H    0     0                    12995.571052 10754.4785  17.2%     -   40s
     0     0 10758.0458    0  294 12995.5711 10758.0458  17.2%     -   41s
     0     0 10760.6008    0  301 12995.5711 10760.6008  17.2%     -   41s
     0     0 10761.1594    0  297 12995.5711 10761.1594  17.2%     -   41s
     0     0 10771.3452    0  297 12995.5711 10771.3452  17.1%     -   42s
     0     0 10774.8458    0  313 12995.5711 10774.8458  17.1%     -   42s
     0     0 10776.2677    0  296 12995.5711 10776.2677  17.1%     -   42s
     0     0 10777.2625    0  305 12995.5711 10777.2625  17.1%     -   43s
     0     0 10777.7992    0  295 12995.5711 10777.7992  17.1%     -   43s
     0     0 10783.4595    0  300 12995.5711 10783.4595  17.0%     -   43s
     0     0 10786.3606    0  306 12995.5711 10786.3606  17.0%     -   44s
     0     0 10787.1832    0  320 12995.5711 10787.1832  17.0%     -   44s
     0     0 10788.1911    0  309 12995.5711 10788.1911  17.0%     -   44s
     0     0 10789.2010    0  310 12995.5711 10789.2010  17.0%     -   44s
     0     0 10789.9075    0  306 12995.5711 10789.9075  17.0%     -   45s
     0     0 10790.4583    0  298 12995.5711 10790.4583  17.0%     -   45s
     0     0 10792.6954    0  302 12995.5711 10792.6954  17.0%     -   45s
     0     0 10796.1537    0  304 12995.5711 10796.1537  16.9%     -   45s
     0     0 10796.7066    0  304 12995.5711 10796.7066  16.9%     -   45s
     0     0 10801.5892    0  305 12995.5711 10801.5892  16.9%     -   46s
     0     0 10802.8623    0  306 12995.5711 10802.8623  16.9%     -   47s
     0     0 10803.7329    0  328 12995.5711 10803.7329  16.9%     -   47s
     0     0 10804.2074    0  296 12995.5711 10804.2074  16.9%     -   47s
     0     0 10808.1333    0  297 12995.5711 10808.1333  16.8%     -   47s
     0     0 10809.1575    0  328 12995.5711 10809.1575  16.8%     -   48s
     0     0 10809.7053    0  301 12995.5711 10809.7053  16.8%     -   48s
     0     0 10812.0880    0  296 12995.5711 10812.0880  16.8%     -   48s
     0     0 10812.9217    0  293 12995.5711 10812.9217  16.8%     -   48s
     0     2 10813.3200    0  291 12995.5711 10813.3200  16.8%     -   50s
    14    16 11517.3266    8  186 12995.5711 10813.3262  16.8%  1058   55s
H   16    14                    11727.069917 10813.3262  7.79%   952   56s
H   27    25                    11670.328646 10813.3262  7.34%   654   57s
H   81    79                    11623.382161 10813.3262  6.97%   296   59s
   139   118 11158.4652    1  280 11623.3822 11103.4078  4.47%   200   60s
   155   118 11599.3381    5  185 11623.3822 11195.9034  3.68%   264   65s
H  224   124                    11572.444495 11386.9810  1.60%   250   69s
   267   143 11544.9261    8  151 11572.4445 11393.3743  1.55%   218   70s
*  322   170              42    11568.635822 11397.2402  1.48%   195   71s
   426   240     cutoff   33      11568.6358 11413.1012  1.34%   174   75s
*  438   235              40    11558.392041 11413.1012  1.26%   169   75s
   607   298 11499.2602   29   64 11558.3920 11425.1172  1.15%   157   80s
*  615   287              37    11548.262330 11425.1172  1.07%   156   80s
H  650   301                    11546.252850 11428.3550  1.02%   153   80s
H  768   327                    11544.336349 11441.5950  0.89%   150   84s
   776   332 11525.1564   34  293 11544.3363 11442.1534  0.89%   151   96s
   779   334 11496.4753   13  202 11544.3363 11442.1534  0.89%   150  101s
   783   337 11538.3164   35  281 11544.3363 11442.1534  0.89%   149  105s
   787   339 11486.2062   52  308 11544.3363 11442.1534  0.89%   148  110s
   792   343 11508.7089   18  278 11544.3363 11442.1534  0.89%   148  115s
   797   346 11508.7089   18  319 11544.3363 11442.1534  0.89%   147  122s
   800   350 11442.1534   13  267 11544.3363 11442.1534  0.89%   181  125s
   810   352 11540.5835   18  236 11544.3363 11442.1534  0.89%   187  130s
   839   352 11442.1534   16  267 11544.3363 11442.1534  0.89%   185  135s
   855   345 11538.7788   19  169 11544.3363 11442.1534  0.89%   191  140s
   880   337 11442.1534   23   98 11544.3363 11442.1534  0.89%   194  145s
   932   336 11473.4451   36   55 11544.3363 11442.1534  0.89%   188  150s
* 1034   330              48    11541.151005 11442.1534  0.86%   176  154s
  1036   328 11458.5121   26  155 11541.1510 11442.1534  0.86%   176  155s
* 1069   322              58    11535.465146 11442.1534  0.81%   171  156s
  1180   314 11508.7786   28   68 11535.4651 11454.7237  0.70%   163  160s
  1447   261 11534.6109   42   24 11535.4651 11484.7957  0.44%   148  165s
H 1733   190                    11532.897952 11492.8108  0.35%   131  168s
  1851   190 11530.4769   35   37 11532.8980 11499.4762  0.29%   126  170s
  2226   153 11526.6360   38   15 11532.8980 11512.2253  0.18%   115  175s
* 2517     4              41    11527.291985 11526.6516  0.01%   108  178s

Cutting planes:
  User: 122
  Learned: 55
  Gomory: 1
  Implied bound: 525
  MIR: 131
  Flow cover: 307
  Relax-and-lift: 464

Explored 2522 nodes (363117 simplex iterations) in 178.68 seconds (163.39 work units)
Thread count was 1 (of 52 available processors)

Solution count 10: 11527.3 11532.9 11535.5 ... 11572.4

Optimal solution found (tolerance 0.00e+00)
Best objective 1.152729198525e+04, best bound 1.152729198525e+04, gap 0.0000%

User-callback calls 26364, time in user-callback 1.65 sec
Instance: data/CCLSData/15-1000-4.ccls
Setting: BASE+sDI
Epsilon: 0.2
Dimension: 15
NumScenario: 1000
NumAggScenario: 506
BasicNumScenario: 505
NumBasicDomIneqs: 25853
NumNonReDomIneqs: 6482
NumEdge:        519451
NumBiEdge:      121772
NumDomIneqs:    397679
DominanceRatio: 0.7962
MixingCuts: on
MixingScope: root
DominanceLazy: 0
TerminationStatus: OPTIMAL
PrimalStatus: FEASIBLE_POINT
RawStatus: Model was solved to optimality (subject to tolerances), and an optimal solution is available.
SolvingTime: 178.67980790138245
NodeCount: 2522
MixingCutsSubmitted: 1766
ObjectiveValue: 11527.291985249998
ObjectiveBound: 11527.291985249998
RelativeGap: 0.0
