Set parameter TimeLimit to value 14400
Set parameter Threads to value 1
Set parameter MIPGap to value 0
Set parameter OutputFlag to value 1
Set parameter PreCrush to value 1
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  14400
MIPGap  0
PreCrush  1
Threads  1

Optimize a model with 40209 rows, 30733 columns and 81209 nonzeros
Model fingerprint: 0x46ccd54a
Variable types: 30030 continuous, 703 integer (703 binary)
Coefficient statistics:
  Matrix range     [5e-04, 1e+03]
  Objective range  [1e-04, 1e+03]
  Bounds range     [9e+01, 9e+02]
  RHS range        [1e-01, 1e+03]
Found heuristic solution: objective 22210.615470
Presolve removed 27062 rows and 27063 columns
Presolve time: 0.31s
Presolved: 13147 rows, 3670 columns, 30098 nonzeros
Variable types: 2969 continuous, 701 integer (701 binary)

Root relaxation: objective 1.059922e+04, 3748 iterations, 0.36 seconds (0.30 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  5378  1344     cutoff   30      12993.3090 12954.9604  0.30%   147  340s
  5551  1379     cutoff   37      12993.3090 12955.7610  0.29%   146  345s
  5657  1382 12969.6189   38   94 12993.3090 12956.8830  0.28%   147  350s
  5828  1416 12977.2834   34  142 12993.3090 12958.0821  0.27%   147  355s
  5975  1432 12965.7708   38  120 12993.3090 12958.8286  0.27%   146  360s
  6170  1448 12973.0441   42   64 12993.3090 12959.6687  0.26%   146  365s
  6332  1471 12984.0197   55   67 12993.3090 12960.3761  0.25%   146  370s
  6598  1502     cutoff   41      12993.3090 12960.9945  0.25%   145  375s
  6777  1516 12963.2139   34  132 12993.3090 12961.9615  0.24%   145  380s
  6864  1511 12970.0581   35  145 12993.3090 12962.3232  0.24%   146  385s
  7060  1534     cutoff   48      12993.3090 12962.8948  0.23%   145  390s
  7221  1546 12987.9470   41  102 12993.3090 12963.3377  0.23%   145  395s
  7361  1546 12971.8944   36   96 12993.3090 12963.8059  0.23%   145  400s
  7573  1559 12985.2944   36  100 12993.3090 12964.2203  0.22%   145  405s
  7752  1569 12967.0148   35  117 12993.3090 12965.0601  0.22%   145  410s
  7884  1552 12973.8527   43  120 12993.3090 12965.6760  0.21%   145  416s
  8018  1571     cutoff   38      12993.3090 12965.8973  0.21%   145  420s
  8182  1553 12989.1542   41  118 12993.3090 12966.5409  0.21%   146  425s
  8349  1539 12990.6728   44   86 12993.3090 12967.1262  0.20%   146  430s
  8566  1516 12979.7936   26  171 12993.3090 12967.8285  0.20%   146  435s
  8737  1466 12981.2471   42   90 12993.3090 12968.7787  0.19%   147  440s
  8846  1439 12979.7821   36  120 12993.3090 12969.2614  0.19%   147  446s
  8941  1428 12987.3372   45   63 12993.3090 12969.7100  0.18%   147  456s
  9054  1386     cutoff   34      12993.3090 12970.3185  0.18%   147  460s
  9206  1361     cutoff   33      12993.3090 12970.8499  0.17%   147  465s
H 9254  1335                    12992.171335 12971.1062  0.16%   148  467s
* 9255  1335              58    12992.127197 12971.1062  0.16%   148  467s
  9350  1321 12987.9813   47   80 12992.1272 12971.4244  0.16%   147  470s
  9515  1268 12989.1090   38  134 12992.1272 12972.0936  0.15%   148  475s
  9693  1192 12981.5858   42   88 12992.1272 12972.9221  0.15%   148  480s
  9937  1108 12977.5855   36  110 12992.1272 12974.0118  0.14%   147  485s
 10097  1056 12981.1184   39  112 12992.1272 12974.7251  0.13%   147  490s
 10257  1001 12977.4451   43   84 12992.1272 12975.4744  0.13%   147  495s
 10450   927 12980.6175   41  108 12992.1272 12976.4481  0.12%   147  500s
 10614   857 12989.4157   48   68 12992.1272 12977.3170  0.11%   147  505s
 10833   743     cutoff   39      12992.1272 12978.4623  0.11%   147  510s
 11034   636 12988.2327   45   76 12992.1272 12979.3796  0.10%   147  515s
 11259   505     cutoff   49      12992.1272 12980.9579  0.09%   147  520s
 11506   329     cutoff   47      12992.1272 12983.4061  0.07%   146  525s
 11842    18     cutoff   37      12992.1272 12990.6417  0.01%   144  530s

Cutting planes:
  User: 149
  Learned: 11
  Gomory: 2
  Implied bound: 3080
  MIR: 175
  Flow cover: 344
  Relax-and-lift: 1012

Explored 11861 nodes (1785671 simplex iterations) in 530.12 seconds (476.82 work units)
Thread count was 1 (of 52 available processors)

Solution count 10: 12992.1 12993.3 12998.3 ... 13129.9

Optimal solution found (tolerance 0.00e+00)
Best objective 1.299212719676e+04, best bound 1.299212719676e+04, gap 0.0000%

User-callback calls 86275, time in user-callback 2.19 sec
Instance: data/CCLSData/15-2000-3.ccls
Setting: BASE+sDI
Epsilon: 0.1
Dimension: 15
NumScenario: 2000
NumAggScenario: 688
BasicNumScenario: 687
NumBasicDomIneqs: 41804
NumNonReDomIneqs: 7182
NumEdge:        2659035
NumBiEdge:      856090
NumDomIneqs:    1802945
DominanceRatio: 0.9019
MixingCuts: on
MixingScope: root
DominanceLazy: 0
TerminationStatus: OPTIMAL
PrimalStatus: FEASIBLE_POINT
RawStatus: Model was solved to optimality (subject to tolerances), and an optimal solution is available.
SolvingTime: 530.1171531677246
NodeCount: 11861
MixingCutsSubmitted: 1133
ObjectiveValue: 12992.127196764966
ObjectiveBound: 12992.127196764932
RelativeGap: 0.0
