Set parameter TimeLimit to value 14400
Set parameter Threads to value 1
Set parameter MIPGap to value 0
Set parameter OutputFlag to value 1
Set parameter PreCrush to value 1
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  14400
MIPGap  0
PreCrush  1
Threads  1

Optimize a model with 4081 rows, 2100 columns and 10421 nonzeros
Model fingerprint: 0x847cb0a7
Variable types: 100 continuous, 2000 integer (2000 binary)
Coefficient statistics:
  Matrix range     [5e-04, 5e+01]
  Objective range  [1e+02, 3e+02]
  Bounds range     [5e+02, 7e+02]
  RHS range        [1e-01, 7e+02]
Found heuristic solution: objective 282831.06700
Presolve removed 92 rows and 276 columns
Presolve time: 0.02s
Presolved: 3989 rows, 1824 columns, 10056 nonzeros
Variable types: 74 continuous, 1750 integer (1750 binary)

Root relaxation: objective 1.927707e+05, 3040 iterations, 0.16 seconds (0.22 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 195476.098    0  792 196940.831 195476.098  0.74%     -   17s
     0     0 195476.786    0  777 196940.831 195476.786  0.74%     -   17s
     0     0 195477.369    0  777 196940.831 195477.369  0.74%     -   17s
     0     0 195478.311    0  777 196940.831 195478.311  0.74%     -   17s
     0     0 195478.874    0  787 196940.831 195478.874  0.74%     -   17s
     0     0 195479.552    0  785 196940.831 195479.552  0.74%     -   18s
     0     0 195480.183    0  789 196940.831 195480.183  0.74%     -   18s
     0     0 195480.693    0  790 196940.831 195480.693  0.74%     -   18s
     0     0 195481.255    0  788 196940.831 195481.255  0.74%     -   18s
     0     0 195481.690    0  849 196940.831 195481.690  0.74%     -   18s
     0     0 195482.262    0  787 196940.831 195482.262  0.74%     -   18s
     0     0 195483.448    0  851 196940.831 195483.448  0.74%     -   18s
     0     0 195484.256    0  846 196940.831 195484.256  0.74%     -   18s
     0     0 195485.326    0  813 196940.831 195485.326  0.74%     -   18s
     0     0 195485.945    0  812 196940.831 195485.945  0.74%     -   18s
     0     0 195486.334    0  814 196940.831 195486.334  0.74%     -   18s
     0     0 195486.760    0  826 196940.831 195486.760  0.74%     -   19s
     0     0 195487.388    0  849 196940.831 195487.388  0.74%     -   19s
     0     0 195488.312    0  839 196940.831 195488.312  0.74%     -   19s
     0     0 195489.005    0  849 196940.831 195489.005  0.74%     -   19s
     0     0 195489.453    0  846 196940.831 195489.453  0.74%     -   19s
     0     0 195490.407    0  854 196940.831 195490.407  0.74%     -   19s
     0     0 195490.969    0  858 196940.831 195490.969  0.74%     -   19s
     0     0 195491.225    0  854 196940.831 195491.225  0.74%     -   19s
     0     0 195492.120    0  857 196940.831 195492.120  0.74%     -   19s
     0     0 195492.835    0  832 196940.831 195492.835  0.74%     -   19s
     0     0 195493.446    0  822 196940.831 195493.446  0.73%     -   20s
     0     0 195494.425    0  831 196940.831 195494.425  0.73%     -   20s
     0     0 195495.002    0  833 196940.831 195495.002  0.73%     -   20s
     0     0 195495.715    0  865 196940.831 195495.715  0.73%     -   20s
     0     0 195496.075    0  860 196940.831 195496.075  0.73%     -   20s
     0     0 195496.328    0  856 196940.831 195496.328  0.73%     -   20s
     0     0 195496.771    0  863 196940.831 195496.771  0.73%     -   20s
     0     0 195497.059    0  863 196940.831 195497.059  0.73%     -   20s
