Set parameter TimeLimit to value 14400
Set parameter Threads to value 1
Set parameter MIPGap to value 0
Set parameter OutputFlag to value 1
Set parameter PreCrush to value 1
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  14400
MIPGap  0
PreCrush  1
Threads  1

Optimize a model with 6121 rows, 2150 columns and 14735 nonzeros
Model fingerprint: 0xd44dcb51
Variable types: 150 continuous, 2000 integer (2000 binary)
Coefficient statistics:
  Matrix range     [5e-04, 5e+01]
  Objective range  [1e+02, 3e+02]
  Bounds range     [5e+02, 7e+02]
  RHS range        [1e-01, 7e+02]
Found heuristic solution: objective 296850.69300
Presolve removed 108 rows and 123 columns
Presolve time: 0.05s
Presolved: 6013 rows, 2027 columns, 20235 nonzeros
Variable types: 115 continuous, 1912 integer (1912 binary)

Root relaxation: objective 2.516372e+05, 2803 iterations, 0.15 seconds (0.19 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  3434  1419 255499.201   45  634 255598.629 255325.714  0.11%   360  680s
  3472  1449 255435.942   62  433 255598.629 255326.218  0.11%   360  686s
  3499  1459     cutoff   54      255598.629 255326.381  0.11%   360  690s
  3532  1468 255431.925   36  745 255598.629 255328.759  0.11%   361  698s
  3543  1479 255493.040   47  686 255598.629 255328.759  0.11%   361  700s
  3589  1509 255500.817   58  665 255598.629 255330.032  0.11%   360  705s
  3614  1513     cutoff   47      255598.629 255330.773  0.10%   361  710s
  3641  1530 255496.146   41  630 255598.629 255332.798  0.10%   363  715s
  3669  1538 255557.714   32  634 255598.629 255332.822  0.10%   364  720s
  3705  1554     cutoff   50      255598.629 255332.822  0.10%   366  725s
  3747  1574     cutoff   65      255598.629 255332.866  0.10%   366  730s
  3767  1582     cutoff   53      255598.629 255332.952  0.10%   367  735s
  3794  1597 255356.494   49  483 255598.629 255334.998  0.10%   369  740s
  3797  1600 255357.627   52  541 255598.629 255334.998  0.10%   369  747s
  3847  1650 255424.245  102  182 255598.629 255334.998  0.10%   366  750s
  3946  1720     cutoff   53      255598.629 255335.546  0.10%   360  755s
  3965  1721     cutoff   38      255598.629 255337.129  0.10%   361  760s
  3988  1736 255459.509   88  632 255598.629 255337.294  0.10%   362  765s
  4008  1745 255403.536   45  688 255598.629 255337.305  0.10%   361  771s
  4045  1774 255417.124   76  661 255598.629 255337.357  0.10%   360  775s
  4085  1796     cutoff   48      255598.629 255337.822  0.10%   359  780s
  4106  1806 255356.943   37  833 255598.629 255338.786  0.10%   360  785s
  4128  1818 255426.647   40  661 255598.629 255339.376  0.10%   361  790s
  4168  1844 255470.624   47  643 255598.629 255340.750  0.10%   360  795s
  4182  1846 255469.508   35  752 255598.629 255340.973  0.10%   361  817s
  4202  1856 255359.171   35  790 255598.629 255341.348  0.10%   361  821s
  4228  1868     cutoff   45      255598.629 255341.348  0.10%   361  825s
  4252  1870 255450.020   35  731 255598.629 255341.697  0.10%   363  830s
  4277  1875 255557.941   46  617 255598.629 255341.697  0.10%   363  848s
  4282  1874 255367.744   37  622 255598.629 255341.884  0.10%   363  850s
  4309  1888 255363.942   39  779 255598.629 255343.240  0.10%   365  855s
  4344  1915 255366.749   36  804 255598.629 255343.320  0.10%   365  860s
  4385  1946 255476.844   61  656 255598.629 255343.790  0.10%   365  865s
  4412  1952 255505.543   40  714 255598.629 255344.345  0.10%   366  870s
  4449  1963     cutoff   90      255598.629 255344.838  0.10%   366  875s
  4526  2017     cutoff   87      255598.629 255344.946  0.10%   364  880s
  4552  2029 255438.059   89  625 255598.629 255345.067  0.10%   365  885s
  4606  2065 255360.946   36  795 255598.629 255346.118  0.10%   364  890s
  4642  2094 255439.841   38  660 255598.629 255346.596  0.10%   365  896s
  4668  2110 255509.471   45  692 255598.629 255347.227  0.10%   365  900s
  4697  2114 255484.387   39  696 255598.629 255347.984  0.10%   366  905s
  4733  2132     cutoff   61      255598.629 255348.584  0.10%   366  910s
  4761  2143 255370.101   53  735 255598.629 255349.299  0.10%   366  915s
  4803  2173 255428.771   47  591 255598.629 255349.346  0.10%   366  920s
  4881  2241 255417.375   81  605 255598.629 255349.367  0.10%   362  925s
  4920  2263 255426.889   81  636 255598.629 255349.379  0.10%   362  930s
  4952  2265 255564.626   96  176 255598.629 255349.379  0.10%   362  935s
