Set parameter TimeLimit to value 14400
Set parameter Threads to value 1
Set parameter MIPGap to value 0
Set parameter OutputFlag to value 1
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  14400
MIPGap  0
Threads  1

Optimize a model with 4621 rows, 3150 columns and 12707 nonzeros
Model fingerprint: 0x58c595a6
Variable types: 150 continuous, 3000 integer (3000 binary)
Coefficient statistics:
  Matrix range     [3e-04, 2e+01]
  Objective range  [1e+02, 3e+02]
  Bounds range     [5e+02, 7e+02]
  RHS range        [5e-02, 7e+02]
Found heuristic solution: objective 230759.59600
Presolve removed 136 rows and 688 columns
Presolve time: 0.02s
Presolved: 4485 rows, 2462 columns, 11887 nonzeros
Variable types: 115 continuous, 2347 integer (2347 binary)

Root relaxation: objective 2.113600e+05, 4052 iterations, 0.28 seconds (0.37 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 10323  5244 212728.372   43  776 212873.703 212716.250  0.07%   192 1295s
 10325  5245 212777.551   68  765 212873.703 212716.250  0.07%   192 1300s
 10328  5247 212790.492   77  805 212873.703 212716.250  0.07%   192 1305s
 10331  5249 212852.960   83  727 212873.703 212716.250  0.07%   191 1311s
 10333  5251 212839.117   93  800 212873.703 212716.250  0.07%   191 1315s
 10336  5253 212751.408   45  722 212873.703 212716.250  0.07%   191 1320s
 10340  5255 212762.254   50  763 212873.703 212716.250  0.07%   191 1330s
 10345  5259 212804.574   45  776 212873.703 212716.250  0.07%   191 1335s
 10349  5261 212800.962   69  733 212873.703 212716.250  0.07%   191 1340s
 10352  5263 212800.618   63  807 212873.703 212716.250  0.07%   191 1347s
 10354  5265 212796.051   51  744 212873.703 212716.250  0.07%   191 1350s
 10357  5267 212782.466   40  802 212873.703 212716.250  0.07%   191 1355s
 10360  5269 212803.135   51  749 212873.703 212716.250  0.07%   191 1360s
 10364  5271 212805.728   54  734 212873.703 212716.250  0.07%   191 1365s
 10367  5273 212818.641   52  749 212873.703 212716.250  0.07%   191 1371s
 10370  5275 212843.184   91  800 212873.703 212716.250  0.07%   191 1377s
 10372  5277 212814.210   46  804 212873.703 212716.250  0.07%   191 1380s
 10375  5279 212821.307   53  799 212873.703 212716.250  0.07%   191 1386s
 10378  5281 212817.870   75  811 212873.703 212716.250  0.07%   191 1392s
 10381  5283 212808.608   64  752 212873.703 212716.250  0.07%   191 1395s
 10383  5284 212741.439   40  818 212873.703 212716.250  0.07%   191 1400s
 10387  5287 212779.098   46  783 212873.703 212716.250  0.07%   190 1405s
 10390  5289 212790.809   44  792 212873.703 212716.250  0.07%   190 1412s
 10392  5290 212756.203   67  754 212873.703 212716.250  0.07%   190 1416s
 10394  5291 212813.870   88  792 212873.703 212716.250  0.07%   190 1421s
 10397  5293 212817.638  104  756 212873.703 212716.250  0.07%   190 1425s
 10400  5295 212814.164   63  752 212873.703 212716.250  0.07%   190 1431s
 10402  5297 212771.212   53  790 212873.703 212716.250  0.07%   190 1435s
 10406  5299 212751.030   46  793 212873.703 212716.250  0.07%   190 1442s
 10408  5301 212819.036   64  765 212873.703 212716.250  0.07%   190 1445s
 10411  5303 212843.866   99  710 212873.703 212716.250  0.07%   190 1450s
 10414  5305 212828.637   61  799 212873.703 212716.250  0.07%   190 1455s
 10418  5307 212801.832   62  820 212873.703 212716.250  0.07%   190 1462s
 10420  5309 212860.454  105  790 212873.703 212716.250  0.07%   190 1466s
 10423  5311 212728.372   43  786 212873.703 212716.250  0.07%   190 1470s
 10426  5313 212777.002   61  788 212873.703 212716.250  0.07%   190 1476s
 10428  5314 212790.492   77  792 212873.703 212716.250  0.07%   190 1480s
 10433  5317 212839.117   93  791 212873.703 212716.250  0.07%   190 1485s
 10436  5319 212751.408   45  792 212873.703 212716.250  0.07%   190 1490s
 10440  5322 212762.254   50  812 212873.703 212716.250  0.07%   189 1496s
 10443  5324 212786.604   46  823 212873.703 212716.250  0.07%   189 1523s
 10446  5328 212716.250   38  669 212873.703 212716.250  0.07%   202 1525s
 10450  5329 212716.250   40  508 212873.703 212716.250  0.07%   202 1530s
