Set parameter TimeLimit to value 14400
Set parameter Threads to value 1
Set parameter MIPGap to value 0
Set parameter OutputFlag to value 1
Set parameter PreCrush to value 1
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  14400
MIPGap  0
PreCrush  1
Threads  1

Optimize a model with 7705 rows, 1093 columns and 16694 nonzeros
Model fingerprint: 0xc1d6583b
Variable types: 100 continuous, 993 integer (993 binary)
Coefficient statistics:
  Matrix range     [1e-03, 9e+01]
  Objective range  [1e+02, 3e+02]
  Bounds range     [5e+02, 6e+02]
  RHS range        [2e-01, 7e+02]
Found heuristic solution: objective 183714.24400
Presolve removed 97 rows and 26 columns
Presolve time: 0.14s
Presolved: 7608 rows, 1067 columns, 21117 nonzeros
Extracted 3587 lazy constraints
Variable types: 75 continuous, 992 integer (992 binary)

Root relaxation: objective 1.463943e+05, 1753 iterations, 0.10 seconds (0.14 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 150798.114    0  855 154754.140 150798.114  2.56%     -   17s
     0     0 150801.433    0  857 154754.140 150801.433  2.55%     -   17s
     0     0 150808.010    0  852 154754.140 150808.010  2.55%     -   18s
     0     0 150811.880    0  856 154754.140 150811.880  2.55%     -   18s
     0     0 150814.121    0  855 154754.140 150814.121  2.55%     -   18s
     0     0 150816.372    0  855 154754.140 150816.372  2.54%     -   18s
     0     0 150821.125    0  861 154754.140 150821.125  2.54%     -   18s
     0     0 150825.823    0  860 154754.140 150825.823  2.54%     -   19s
     0     0 150827.509    0  863 154754.140 150827.509  2.54%     -   19s
     0     0 150829.705    0  863 154754.140 150829.705  2.54%     -   19s
     0     0 150833.990    0  857 154754.140 150833.990  2.53%     -   19s
     0     0 150838.640    0  863 154754.140 150838.640  2.53%     -   20s
     0     0 150842.165    0  862 154754.140 150842.165  2.53%     -   20s
     0     0 150844.040    0  865 154754.140 150844.040  2.53%     -   20s
     0     0 150846.125    0  861 154754.140 150846.125  2.53%     -   20s
     0     0 150850.774    0  860 154754.140 150850.774  2.52%     -   20s
     0     0 150855.164    0  858 154754.140 150855.164  2.52%     -   21s
     0     0 150859.669    0  863 154754.140 150859.669  2.52%     -   21s
     0     0 150861.521    0  868 154754.140 150861.521  2.52%     -   21s
     0     0 150864.712    0  861 154754.140 150864.712  2.51%     -   21s
     0     0 150868.189    0  861 154754.140 150868.189  2.51%     -   22s
     0     0 150870.458    0  867 154754.140 150870.458  2.51%     -   22s
     0     0 150872.905    0  864 154754.140 150872.905  2.51%     -   22s
     0     0 150875.865    0  867 154754.140 150875.865  2.51%     -   22s
     0     0 150877.795    0  871 154754.140 150877.795  2.50%     -   22s
     0     0 150881.367    0  861 154754.140 150881.367  2.50%     -   22s
     0     0 150883.192    0  856 154754.140 150883.192  2.50%     -   23s
     0     0 150884.473    0  861 154754.140 150884.473  2.50%     -   23s
     0     0 150886.756    0  861 154754.140 150886.756  2.50%     -   23s
     0     0 150889.904    0  859 154754.140 150889.904  2.50%     -   23s
     0     0 150893.012    0  869 154754.140 150893.012  2.50%     -   23s
     0     0 150895.645    0  870 154754.140 150895.645  2.49%     -   24s
     0     0 150897.088    0  869 154754.140 150897.088  2.49%     -   24s
     0     0 150898.658    0  867 154754.140 150898.658  2.49%     -   24s
     0     0 150902.052    0  875 154754.140 150902.052  2.49%     -   24s
     0     0 150906.672    0  862 154754.140 150906.672  2.49%     -   25s
     0     0 150908.628    0  873 154754.140 150908.628  2.48%     -   25s
     0     0 150910.365    0  869 154754.140 150910.365  2.48%     -   26s
     0     0 150912.407    0  876 154754.140 150912.407  2.48%     -   26s
     0     0 150914.345    0  872 154754.140 150914.345  2.48%     -   26s
     0     0 150916.997    0  879 154754.140 150916.997  2.48%     -   26s
     0     0 150918.849    0  877 154754.140 150918.849  2.48%     -   26s
     0     0 150921.510    0  876 154754.140 150921.510  2.48%     -   27s
     0     0 150923.443    0  876 154754.140 150923.443  2.48%     -   27s
     0     0 150925.229    0  872 154754.140 150925.229  2.47%     -   27s
     0     0 150927.888    0  879 154754.140 150927.888  2.47%     -   27s
     0     0 150930.143    0  881 154754.140 150930.143  2.47%     -   27s
     0     0 150932.588    0  881 154754.140 150932.588  2.47%     -   28s
     0     0 150933.723    0  881 154754.140 150933.723  2.47%     -   28s
     0     0 150935.177    0  881 154754.140 150935.177  2.47%     -   28s
     0     0 150936.652    0  882 154754.140 150936.652  2.47%     -   28s
     0     0 150937.545    0  877 154754.140 150937.545  2.47%     -   28s
     0     0 150951.456    0  880 154754.140 150951.456  2.46%     -   29s
     0     0 150957.758    0  882 154754.140 150957.758  2.45%     -   30s
     0     0 150971.334    0  880 154754.140 150971.334  2.44%     -   31s
     0     0 150979.004    0  880 154754.140 150979.004  2.44%     -   32s
H    0     0                    153572.22400 150979.013  1.69%     -   35s
     0     2 150982.314    0  882 153572.224 150982.314  1.69%     -   36s
     8    10 151820.807    4  696 153572.224 151033.797  1.65%  1256   40s
    26    28 151894.594   14  592 153572.224 151033.797  1.65%   948   45s
    52    54 151607.961   31  549 153572.224 151033.797  1.65%   744   50s
    76    78 151831.318   46  494 153572.224 151033.797  1.65%   698   55s
   105   107 151550.687   63  578 153572.224 151033.797  1.65%   663   60s
   159   161 151644.693   95  401 153572.224 151033.797  1.65%   542   65s
H  182   182                    153554.22400 151033.797  1.64%   516   66s
H  216   216                    152996.22400 151033.797  1.28%   460   67s
H  243   242                    152897.22400 151033.797  1.22%   429   68s
   281   282 152158.084  186  258 152897.224 151033.797  1.22%   389   70s
H  286   285                    152819.26400 151033.797  1.17%   383   70s
H  297   293                    152300.94000 151033.797  0.83%   376   70s
H  297   278                    152121.92000 151033.797  0.72%   376   70s
H  297   272                    152106.52000 151033.797  0.71%   376   70s
H  297   272                    152098.94000 151033.797  0.70%   376   70s
H  324   291                    152077.14000 151033.797  0.69%   350   71s
   345   302 151377.170   11  775 152077.140 151033.849  0.69%   351   75s
   376   333 151665.208   38  658 152077.140 151033.849  0.69%   353   81s
H  378   333                    152066.64500 151033.849  0.68%   352   81s
H  378   333                    152061.52000 151033.849  0.68%   352   81s
H  391   346                    152059.92000 151033.849  0.67%   348   83s
H  391   346                    152053.52000 151033.849  0.67%   348   83s
H  405   353                    152032.64500 151033.849  0.66%   350   84s
   406   356 151817.347   64  571 152032.645 151033.849  0.66%   349   85s
   460   385 151329.967    2  794 152032.645 151129.844  0.59%   338   90s
   508   429     cutoff   47      152032.645 151129.844  0.59%   332   95s
   546   457 151647.686   97  880 152032.645 151129.936  0.59%   324  109s
   549   459 151970.742  196  732 152032.645 151129.936  0.59%   323  110s
   553   462 151621.088   32  882 152032.645 151129.936  0.59%   320  115s
   560   466 151575.532   30  883 152032.645 151129.936  0.59%   316  120s
   570   473 151830.606   68  888 152032.645 151129.936  0.59%   311  125s
   577   478 151573.400   10  885 152032.645 151129.936  0.59%   307  130s
   583   484 151129.936   14  828 152032.645 151129.936  0.59%   356  136s
   587   486 151140.451   16  749 152032.645 151137.847  0.59%   370  140s
   598   494 151451.959   21  630 152032.645 151221.262  0.53%   392  145s
   612   501 151503.858   28  573 152032.645 151221.262  0.53%   414  150s
   631   512 151390.007   38  442 152032.645 151221.262  0.53%   431  155s
   660   531 151547.027   52  434 152032.645 151221.262  0.53%   445  160s
H  717   528                    152019.34500 151221.262  0.52%   436  164s
H  717   503                    152013.72000 151221.262  0.52%   436  164s
H  717   480                    152007.44500 151221.262  0.52%   436  164s
   731   485 151782.355   88  205 152007.445 151221.262  0.52%   430  165s
   780   497 151947.554   21  414 152007.445 151221.462  0.52%   418  170s
H  785   477                    151999.44500 151221.462  0.51%   420  171s
H  785   457                    151998.58858 151221.462  0.51%   420  171s
   794   465 151489.114   28  689 151998.589 151221.462  0.51%   429  175s
H  800   448                    151993.14500 151221.462  0.51%   432  177s
   808   454 151520.792   35  598 151993.145 151221.462  0.51%   440  181s
   820   462 151876.114   41  464 151993.145 151221.462  0.51%   449  185s
   844   478 151714.771   53  580 151993.145 151221.462  0.51%   455  190s
   878   494     cutoff   70      151993.145 151221.462  0.51%   458  195s
   964   503 151991.370  113  242 151993.145 151221.462  0.51%   439  200s
  1046   482 151987.849   57  194 151993.145 151252.654  0.49%   423  205s
  1057   484 151617.513   23  629 151993.145 151252.670  0.49%   432  210s
  1085   496 151823.111   37  500 151993.145 151252.670  0.49%   437  215s
  1113   505     cutoff   51      151993.145 151252.670  0.49%   440  220s
  1177   516 151825.602   83  417 151993.145 151252.670  0.49%   432  225s
  1243   522 151748.070   26  571 151993.145 151275.066  0.47%   423  230s
  1290   515 151442.782   15  730 151993.145 151275.112  0.47%   425  236s
  1301   522 151569.303   21  544 151993.145 151275.112  0.47%   428  240s
  1322   532     cutoff   31      151993.145 151275.112  0.47%   431  245s
  1360   556 151873.908   50  462 151993.145 151275.112  0.47%   432  250s
  1403   560 151575.726   17  543 151993.145 151298.024  0.46%   430  255s
  1429   578 151811.806   30  504 151993.145 151298.024  0.46%   435  260s
  1479   589 151947.821   55  294 151993.145 151298.024  0.46%   430  265s
  1502   590 151470.021   31  597 151993.145 151298.128  0.46%   434  276s
  1517   596     cutoff   38      151993.145 151298.128  0.46%   440  280s
  1542   611 151647.460   51  509 151993.145 151298.128  0.46%   444  285s
  1611   629     cutoff   85      151993.145 151298.128  0.46%   439  290s
  1713   676 151636.457   24  590 151993.145 151369.675  0.41%   422  295s
  1773   722 151672.982   34  558 151993.145 151373.873  0.41%   418  300s
  1870   801 151802.692   77  329 151993.145 151386.316  0.40%   404  305s
  1975   882 151828.662   71  468 151993.145 151386.493  0.40%   392  310s
  2031   914 151636.854   52  445 151993.145 151390.160  0.40%   389  315s
  2144   985 151558.675   37  613 151993.145 151405.570  0.39%   378  320s
  2210  1041 151912.211   41  439 151993.145 151406.596  0.39%   374  325s
  2242  1065 151939.425   57  440 151993.145 151406.596  0.39%   377  330s
  2358  1116 151521.593   30  633 151993.145 151410.443  0.38%   368  335s
  2421  1159 151559.072   17  716 151993.145 151422.486  0.38%   365  340s
  2495  1215 151941.950   31  434 151993.145 151424.512  0.37%   360  345s
  2544  1239     cutoff   30      151993.145 151440.963  0.36%   361  350s
  2596  1269 151457.900   26  656 151993.145 151441.890  0.36%   358  355s
  2702  1351 151467.491   28  642 151993.145 151452.279  0.36%   350  360s
  2762  1393 151636.159   22  608 151993.145 151452.722  0.36%   350  366s
  2815  1429     cutoff   22      151993.145 151454.750  0.35%   348  371s
  2917  1518 151562.629   24  634 151993.145 151457.311  0.35%   340  375s
  2995  1584 151544.096   34  643 151993.145 151457.311  0.35%   335  380s
  3031  1604 151670.610   35  510 151993.145 151458.088  0.35%   335  385s
  3087  1644 151864.757   63  427 151993.145 151458.088  0.35%   336  390s
  3160  1680 151723.880   50  408 151993.145 151463.913  0.35%   333  395s
  3225  1726 151625.861   30  653 151993.145 151464.098  0.35%   332  400s
  3283  1754 151631.704   29  612 151993.145 151472.328  0.34%   332  406s
  3340  1799 151859.992   25  606 151993.145 151472.579  0.34%   329  410s
  3376  1819 151971.544   17  494 151993.145 151475.718  0.34%   331  416s
  3407  1833 151699.925   35  600 151993.145 151478.238  0.34%   332  420s
  3495  1902 151637.768   40  468 151993.145 151481.825  0.34%   328  425s
  3552  1940 151915.662   52  372 151993.145 151487.281  0.33%   327  430s
  3650  2010 151960.761   89  221 151993.145 151489.171  0.33%   322  435s
  3722  2057 infeasible   36      151993.145 151494.386  0.33%   320  440s
  3779  2086 infeasible   58      151993.145 151494.725  0.33%   319  445s
  3802  2091 151898.654   70  350 151993.145 151494.725  0.33%   319  461s
  3854  2127 151737.331   36  506 151993.145 151497.491  0.33%   318  465s
  3937  2186 151782.891   50  407 151993.145 151503.741  0.32%   315  470s
  4008  2237 151855.781   51  383 151993.145 151507.135  0.32%   313  475s
  4089  2300 151916.586   59  416 151993.145 151508.703  0.32%   311  480s
  4194  2365 151585.674   34  648 151993.145 151511.745  0.32%   307  485s
  4276  2433 151780.787   47  585 151993.145 151512.034  0.32%   305  490s
  4361  2470 151785.721   47  546 151993.145 151513.589  0.32%   303  495s
  4459  2501 151694.934   36  588 151993.145 151514.716  0.31%   302  501s
  4506  2536 151831.617   56  284 151993.145 151515.895  0.31%   302  505s
  4589  2582 151665.958   32  687 151993.145 151519.809  0.31%   300  510s
  4652  2631 151881.440   39  574 151993.145 151519.829  0.31%   299  515s
  4697  2655 151681.634   17  718 151993.145 151520.101  0.31%   299  520s
  4762  2700     cutoff   68      151993.145 151520.171  0.31%   298  525s
  4812  2725 151607.635   36  610 151993.145 151520.939  0.31%   299  530s
  4951  2830 151804.339   63  404 151993.145 151521.621  0.31%   294  535s
  4993  2856 151969.591   36  432 151993.145 151522.670  0.31%   294  540s
  5025  2876 151910.662   52  497 151993.145 151522.670  0.31%   295  545s
